requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.0783824473619461
-1000,-1000,0.11489905416965485
-500,-500,0.19359491765499115
0,0,0.3665519654750824
100,100,0.36239463090896606
200,200,0.35788649320602417
300,300,0.3572375178337097
500,500,0.21288976073265076
1000,1000,0.17208389937877655
1500,1500,0.09279625117778778
1800,1800,0.08813059329986572
