requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.062471210956573486
-1000,-1000,0.13646218180656433
-500,-500,0.19180522859096527
0,0,0.36471131443977356
100,100,0.3730049729347229
200,200,0.37750011682510376
300,300,0.2969042956829071
500,500,0.25780028104782104
1000,1000,0.16575905680656433
1500,1500,0.058422207832336426
1800,1800,0.07457159459590912
