requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07249011844396591
-1000,-1000,0.1298879086971283
-500,-500,0.1747242957353592
0,0,0.3784922659397125
100,100,0.34439507126808167
200,200,0.3494872450828552
300,300,0.3075833320617676
500,500,0.24563613533973694
1000,1000,0.15582215785980225
1500,1500,0.11242468655109406
1800,1800,0.0554623082280159
