requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.06991203129291534
-1000,-1000,0.126775860786438
-500,-500,0.21838673949241638
0,0,0.33233800530433655
100,100,0.33109769225120544
200,200,0.37471169233322144
300,300,0.3109695017337799
500,500,0.26287001371383667
1000,1000,0.16067036986351013
1500,1500,0.09845347702503204
1800,1800,0.07397030293941498
