requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.0786021426320076
-1000,-1000,0.08504356443881989
-500,-500,0.165317103266716
0,0,0.29406386613845825
100,100,0.32343488931655884
200,200,0.2965497076511383
300,300,0.31551986932754517
500,500,0.24716413021087646
1000,1000,0.15107718110084534
1500,1500,0.1105746254324913
1800,1800,0.05937536805868149
