requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.0736091285943985
-1000,-1000,0.09128641337156296
-500,-500,0.1694631576538086
0,0,0.3529570698738098
100,100,0.30570611357688904
200,200,0.27655932307243347
300,300,0.32444506883621216
500,500,0.21068689227104187
1000,1000,0.15500052273273468
1500,1500,0.10172353684902191
1800,1800,0.06269345432519913
