requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.056658267974853516
-1000,-1000,0.06116296723484993
-500,-500,0.13943344354629517
0,0,0.2927916347980499
100,100,0.22071054577827454
200,200,0.28071942925453186
300,300,0.15644681453704834
500,500,0.11658892780542374
1000,1000,0.09082885831594467
1500,1500,0.07985798269510269
1800,1800,0.03934193029999733
