requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07925596088171005
-1000,-1000,0.08512864261865616
-500,-500,0.16617900133132935
0,0,0.30369409918785095
100,100,0.34319868683815
200,200,0.314005047082901
300,300,0.3042888641357422
500,500,0.24830687046051025
1000,1000,0.158951535820961
1500,1500,0.11316313594579697
1800,1800,0.06476591527462006
