requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.06826892495155334
-1000,-1000,0.0786968320608139
-500,-500,0.19141976535320282
0,0,0.3994126617908478
100,100,0.3482028841972351
200,200,0.35110634565353394
300,300,0.3051336407661438
500,500,0.19717416167259216
1000,1000,0.14425146579742432
1500,1500,0.11386866867542267
1800,1800,0.05534862354397774
