requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.08019768446683884
-1000,-1000,0.08965127170085907
-500,-500,0.1785305291414261
0,0,0.36130082607269287
100,100,0.34337320923805237
200,200,0.27384358644485474
300,300,0.28817543387413025
500,500,0.25116750597953796
1000,1000,0.16890795528888702
1500,1500,0.09197406470775604
1800,1800,0.0766948014497757
