requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.05853451415896416
-1000,-1000,0.061971019953489304
-500,-500,0.11773185431957245
0,0,0.25734466314315796
100,100,0.2608028054237366
200,200,0.18770572543144226
300,300,0.1951606124639511
500,500,0.1292610466480255
1000,1000,0.13342908024787903
1500,1500,0.055390238761901855
1800,1800,0.047435212880373
