requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.0728088840842247
-1000,-1000,0.06956685334444046
-500,-500,0.1430022120475769
0,0,0.3214351534843445
100,100,0.3506006896495819
200,200,0.30858057737350464
300,300,0.23575906455516815
500,500,0.2111125886440277
1000,1000,0.17033085227012634
1500,1500,0.10308077186346054
1800,1800,0.059462837874889374
