requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.08196671307086945
-1000,-1000,0.0875072181224823
-500,-500,0.19301186501979828
0,0,0.37391743063926697
100,100,0.3471198081970215
200,200,0.3222583830356598
300,300,0.2925422489643097
500,500,0.26008033752441406
1000,1000,0.17709407210350037
1500,1500,0.09202320128679276
1800,1800,0.07798559218645096
