requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.0801837295293808
-1000,-1000,0.0896792858839035
-500,-500,0.17828628420829773
0,0,0.36117246747016907
100,100,0.3432958722114563
200,200,0.2734461724758148
300,300,0.2881731390953064
500,500,0.25104349851608276
1000,1000,0.1687782108783722
1500,1500,0.09202726185321808
1800,1800,0.07668451219797134
