requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.06542596220970154
-1000,-1000,0.08414055407047272
-500,-500,0.1624278873205185
0,0,0.3406381905078888
100,100,0.29230740666389465
200,200,0.24894562363624573
300,300,0.32043391466140747
500,500,0.19320324063301086
1000,1000,0.14957082271575928
1500,1500,0.09764425456523895
1800,1800,0.06363262236118317
