requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07920023053884506
-1000,-1000,0.07694198936223984
-500,-500,0.16146521270275116
0,0,0.3222154974937439
100,100,0.36100539565086365
200,200,0.26561376452445984
300,300,0.29168379306793213
500,500,0.2323005497455597
1000,1000,0.1767425835132599
1500,1500,0.11958765983581543
1800,1800,0.06167086213827133
