requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.06636567413806915
-1000,-1000,0.08495478332042694
-500,-500,0.16057774424552917
0,0,0.35631194710731506
100,100,0.2889544367790222
200,200,0.26635438203811646
300,300,0.32006606459617615
500,500,0.18725737929344177
1000,1000,0.14648307859897614
1500,1500,0.10038099437952042
1800,1800,0.06147700548171997
