requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07656757533550262
-1000,-1000,0.08185948431491852
-500,-500,0.17301316559314728
0,0,0.39560002088546753
100,100,0.3518778681755066
200,200,0.3127624988555908
300,300,0.3056543469429016
500,500,0.23044665157794952
1000,1000,0.1696278601884842
1500,1500,0.09362432360649109
1800,1800,0.07351718842983246
