requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07726691663265228
-1000,-1000,0.08832840621471405
-500,-500,0.16205693781375885
0,0,0.3012249767780304
100,100,0.33283740282058716
200,200,0.288790762424469
300,300,0.3150831460952759
500,500,0.24958451092243195
1000,1000,0.15455016493797302
1500,1500,0.11249981075525284
1800,1800,0.06135135889053345
