requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07854850590229034
-1000,-1000,0.08817626535892487
-500,-500,0.1823103278875351
0,0,0.37219753861427307
100,100,0.3421628177165985
200,200,0.2911510765552521
300,300,0.2944166958332062
500,500,0.2506212592124939
1000,1000,0.17031770944595337
1500,1500,0.08836036920547485
1800,1800,0.0785859227180481
