requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.08033022284507751
-1000,-1000,0.0894097089767456
-500,-500,0.1807345449924469
0,0,0.36243367195129395
100,100,0.34405407309532166
200,200,0.27786728739738464
300,300,0.28820377588272095
500,500,0.2522398829460144
1000,1000,0.17004673182964325
1500,1500,0.09151695668697357
1800,1800,0.07680909335613251
