requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07646653801202774
-1000,-1000,0.07499976456165314
-500,-500,0.1560400277376175
0,0,0.410123348236084
100,100,0.3690185844898224
200,200,0.3220512866973877
300,300,0.307675302028656
500,500,0.2020498812198639
1000,1000,0.16596195101737976
1500,1500,0.0947461798787117
1800,1800,0.059659041464328766
