requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.06588967144489288
-1000,-1000,0.08484482765197754
-500,-500,0.16294459998607635
0,0,0.34160205721855164
100,100,0.29392582178115845
200,200,0.25148266553878784
300,300,0.319857656955719
500,500,0.1936204433441162
1000,1000,0.14951395988464355
1500,1500,0.09834995120763779
1800,1800,0.06350778043270111
