requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07797951996326447
-1000,-1000,0.08381392806768417
-500,-500,0.19016364216804504
0,0,0.3973633944988251
100,100,0.2892322838306427
200,200,0.29991087317466736
300,300,0.32050594687461853
500,500,0.1764550656080246
1000,1000,0.15228483080863953
1500,1500,0.09344537556171417
1800,1800,0.05670582503080368
