requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07106298953294754
-1000,-1000,0.08560024201869965
-500,-500,0.16427437961101532
0,0,0.38510608673095703
100,100,0.28280413150787354
200,200,0.28445395827293396
300,300,0.3205191493034363
500,500,0.18505354225635529
1000,1000,0.1481616199016571
1500,1500,0.09790637344121933
1800,1800,0.058345723897218704
