requested_lag_ms,chosen_lag_ms,r_mean
-2000,-2000,0.07064694166183472
-1000,-1000,0.12792477011680603
-500,-500,0.23165881633758545
0,0,0.3420363664627075
100,100,0.32989656925201416
200,200,0.37542837858200073
300,300,0.31642988324165344
500,500,0.25971323251724243
1000,1000,0.16450956463813782
1500,1500,0.10704140365123749
1800,1800,0.08233939111232758
