trial,lag_chosen,r_mean,k,lr,beta,warmup_frac,core_type,conv_ks,gru_hidden,lambda_ortho,lambda_smooth,weight_decay,grad_clip,dropout_p,epochs,patience,pca_dim,seed
45,25,0.07984905689954758,8,0.002307452733674608,1.5064228604284562,0.12863875465448105,gru,3,k,0.0009755646294080105,0.002462652313778578,6.518120894998391e-05,1.5639841811832162,0.08438717585339638,150,25,50,1279
46,25,0.0727107971906662,5,0.00011491173641175292,0.0022825867303197895,0.4377046123103742,mlp,7,2,0.0022716011663693656,0.001648322581124438,0.00019237678807566678,0.7924988375951956,0.008804045440243458,150,25,50,1280
47,25,0.09183594584465027,8,0.0014191080308430704,0.002485684448308119,0.413090826730588,conv,7,2,0.0028414862167883102,0.002866958567686752,0.0004181021659303194,1.0042872735384893,0.06276726247464627,150,25,50,1281
48,25,0.09146498143672943,10,0.00043170014209328465,0.003085429562538551,0.014275997899843684,mlp,9,k,0.0017837038205672543,0.0021783489446947427,0.00029863329908377746,1.0914060260940135,0.08647820738272687,150,25,50,1282
49,25,0.29150474071502686,8,0.0026931473014147906,0.0018114989702022303,0.019004988684025947,conv,3,,0.001396991964434895,0.002130568896937945,0.00038582861359596414,1.1200982170098865,0.12274007806142856,150,25,50,1283
50,25,0.10452628135681152,8,0.00021850861398169536,0.006325614442727583,0.43010472977609987,gru,7,2,0.0006004544301641704,0.0018104359778259732,0.00013499350060366716,1.0915632714214725,0.14026847390199482,150,25,50,1284
51,25,0.13037537038326263,5,0.00012185526736483725,0.13992685984261358,0.4168272628618496,mlp,9,k,0.0017236424118641407,0.001865135689053098,0.00024336989321787906,0.13714621173234165,0.07336422959928417,150,25,50,1285
52,25,0.09815099835395813,5,0.000124789533755804,0.29420278807927325,0.3927772734232644,conv,5,2,0.0021458434711622222,0.0027095067573535206,0.00042232659791495344,1.3948342842344517,0.049558921753390404,150,25,50,1286
53,25,0.32779163122177124,8,0.004548101177631673,0.2117011077593219,0.4750294579929448,mlp,7,,0.0006672468856343381,0.0017082169523128079,0.00014177945081720678,0.04372855421608923,0.09835186648849244,150,25,50,1287
54,25,0.3449403643608093,5,0.002829454573506701,0.0024177751243969216,0.1714182206901218,mlp,5,,0.0008004937699987026,0.001681075133817584,0.000268242431750604,0.18184001197439192,0.05830684255672347,150,25,50,1288
55,25,0.08588127791881561,10,0.0029641086655773814,0.7754880136338987,0.4121766313297782,conv,5,k,0.0015336969943911978,0.002834392877659614,0.0002479877053090677,0.9463826875230097,0.08647893968234435,150,25,50,1289
56,25,0.28682294487953186,10,0.0031708246811441763,0.08603316725794286,0.27539401745502934,mlp,9,,0.001643136926410066,0.0015659367212202697,0.00012179924403527576,0.855458784196395,0.01468971649501864,150,25,50,1290
57,25,0.38226401805877686,8,0.003544306846300581,1.775179193875998,0.41480422532851524,mlp,7,2,0.0009713711255170576,0.0002291402756530291,0.00036466878127664897,0.35143346683573995,0.104267161559349,150,25,50,1291
58,25,0.13212285935878754,8,0.00044092637892803556,0.001572370915662273,0.3139340032032155,gru,5,k,0.000185180038575824,0.0011977822078688156,0.0004631886206864628,0.4201940473271457,0.12923481514495777,150,25,50,1292
59,25,0.20534951984882355,10,0.0011334923241164414,0.010309008703601004,0.17377469564545134,conv,3,,0.00026684883377184787,0.001527010072784737,0.00012592954929711985,1.5366016429012455,0.052224523888183286,150,25,50,1293
60,25,0.29646724462509155,5,0.0024883996478820215,0.006289763579941398,0.05830045366164627,gru,7,,0.001676989125973194,0.0025473866224263245,0.0004895990481416087,1.571093956471363,0.0492257871847351,150,25,50,1294
